Date,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressureIn,Mean Sea Level PressureIn,Min Sea Level PressureIn,Max VisibilityMiles,Mean VisibilityMiles,Min VisibilityMiles,Max Wind SpeedMPH,Mean Wind SpeedMPH,Max Gust SpeedMPH,PrecipitationIn,CloudCover,Events,WindDirDegrees
2016-08-03,96,78,60,56,50,44,78,48,17,30.27,29.86,29.73,10,10,10,21,10,26.0,0.00,3,Thunderstorm,154
2016-08-04,75,69,63,53,42,33,57,42,26,30.07,29.96,29.75,10,10,10,21,10,33.0,0.00,7,,348
2016-08-05,76,69,61,56,48,44,68,53,38,30.03,29.99,29.94,10,10,10,23,10,28.0,T,7,,125
2016-08-06,83,72,61,60,57,52,90,63,36,30.14,29.91,29.83,10,10,10,16,8,23.0,0.00,7,,33
2016-08-07,90,74,58,61,56,48,100,64,27,30.16,29.93,29.78,10,6,0,26,9,31.0,0.00,4,Fog-Thunderstorm,235
2016-08-08,91,78,64,59,49,40,73,45,17,30.02,29.78,29.71,10,10,10,23,10,27.0,0.00,4,,221
2016-08-09,97,80,62,53,44,31,52,32,11,30.06,29.8,29.63,10,10,10,37,11,47.0,T,4,Rain-Thunderstorm,230
2016-08-10,95,77,59,56,45,31,78,45,11,30.07,29.79,29.72,10,10,10,33,9,41.0,T,5,Rain,242
2016-08-11,90,75,59,56,46,37,67,42,17,30.15,29.92,29.79,10,10,5,28,10,39.0,0.03,5,Rain-Thunderstorm,304
2016-08-12,83,68,52,50,43,35,83,51,18,30.09,30.03,29.98,10,10,10,14,8,20.0,0.00,2,,39
2016-08-13,89,71,53,48,39,27,59,35,11,30.05,29.97,29.88,10,10,10,20,10,25.0,0.00,1,,187
2016-08-14,90,74,57,49,41,33,62,38,14,30.1,29.94,29.85,10,10,10,26,13,33.0,0.00,2,,149
2016-08-15,92,76,60,45,38,30,43,28,12,29.98,29.9,29.83,10,10,10,35,12,43.0,0.00,4,,260
2016-08-16,91,72,52,48,43,38,66,42,17,30.24,30.01,29.94,10,10,10,35,10,42.0,0.00,4,,155
2016-08-17,90,74,57,45,42,37,57,37,17,30.01,29.93,29.86,10,10,10,21,10,27.0,0.00,3,,178
2016-08-18,90,75,59,54,45,39,72,45,18,30.22,29.89,29.81,10,10,10,37,13,45.0,T,4,Rain,306
2016-08-19,81,66,50,54,50,44,89,59,28,30.3,30.04,29.82,10,10,9,43,8,55.0,0.02,7,Rain-Thunderstorm,19
2016-08-20,76,62,47,45,41,37,93,60,27,30.11,30.01,29.91,10,10,10,15,8,19.0,0.00,3,,136
2016-08-21,91,71,51,47,41,31,77,45,13,29.97,29.86,29.75,10,10,10,18,10,24.0,0.00,2,,173
2016-08-22,93,76,58,44,38,31,55,34,12,29.97,29.73,29.65,10,10,10,32,10,44.0,T,5,Rain-Thunderstorm,217
2016-08-23,87,74,61,42,38,33,43,30,16,30.17,29.83,29.69,10,10,10,25,12,31.0,T,5,,257
2016-08-24,68,59,49,53,47,41,86,63,40,30.16,30.03,29.91,10,10,7,20,9,24.0,0.12,7,Rain,185
2016-08-25,71,59,47,53,46,38,93,67,40,30.3,30.15,30.06,10,8,0,31,9,38.0,0.05,5,Fog-Rain-Thunderstorm,232
2016-08-26,80,65,50,51,46,36,89,56,23,30.17,29.97,29.86,10,10,7,24,7,30.0,0.00,5,,175
2016-08-27,85,67,48,49,42,33,86,51,16,29.97,29.91,29.85,10,10,10,18,9,23.0,0.00,3,,181
2016-08-28,86,73,60,48,41,33,56,37,17,30.19,29.97,29.88,10,10,10,23,9,29.0,T,6,Rain-Thunderstorm,230
2016-08-29,84,71,57,51,46,42,67,46,24,30.35,30.12,30.01,10,10,10,21,12,30.0,T,6,Thunderstorm,207
2016-08-30,82,69,55,55,49,43,78,51,24,30.3,30.14,30.05,10,10,10,25,8,31.0,T,5,Thunderstorm,161
2016-08-31,82,67,51,55,53,50,100,68,35,30.33,30.16,30.01,10,6,0,22,8,25.0,0.00,4,Fog,260
2016-09-01,87,71,54,55,53,49,100,64,27,30.25,30.03,29.87,10,8,0,26,11,33.0,0.00,3,Fog,162
2016-09-02,84,73,62,56,50,43,78,51,24,29.92,29.84,29.75,10,10,10,22,10,29.0,0.00,5,,174
2016-09-03,90,74,58,54,47,37,69,43,17,30.01,29.76,29.68,10,10,10,30,10,36.0,0.00,5,,241
2016-09-04,90,71,51,55,47,37,83,50,17,29.84,29.67,29.52,10,10,7,33,9,51.0,0.02,3,Rain-Thunderstorm,221
2016-09-05,93,72,50,52,42,27,83,47,10,29.74,29.66,29.57,10,10,10,22,9,32.0,0.00,1,,227
2016-09-06,87,73,59,58,54,45,84,53,22,30.08,29.87,29.68,10,10,10,32,10,39.0,0.00,6,Thunderstorm,20
2016-09-07,88,70,52,59,48,29,100,57,13,30.09,29.93,29.79,10,6,0,17,7,24.0,0.01,6,Fog,123
2016-09-08,89,69,49,50,35,20,68,38,8,29.94,29.82,29.71,10,10,10,17,7,22.0,0.00,1,,216
2016-09-09,75,60,44,49,37,31,64,46,27,30.26,30.02,29.77,10,10,10,29,11,36.0,0.00,2,,46
2016-09-10,83,60,37,40,33,26,76,45,14,30.3,30.13,29.96,10,10,10,16,11,26.0,0.00,0,,177
2016-09-11,90,72,53,39,24,15,51,29,7,29.96,29.83,29.7,10,10,10,20,9,26.0,0.00,3,,220
2016-09-12,74,63,52,48,38,31,77,50,23,30.07,29.87,29.68,10,10,7,22,12,27.0,0.18,5,Rain-Thunderstorm,62
2016-09-13,68,58,48,48,46,45,89,69,48,30.23,30.1,30.01,10,10,10,24,14,29.0,T,7,Rain,89
2016-09-14,84,65,46,51,45,39,93,58,22,30.12,29.96,29.8,10,10,9,28,7,34.0,T,5,Rain-Thunderstorm,249
2016-09-15,78,64,50,49,44,36,83,54,25,30.13,29.94,29.83,10,10,10,26,8,33.0,0.00,4,Thunderstorm,59
2016-09-16,73,56,39,44,37,32,76,51,25,30.23,30.05,29.96,10,10,7,23,8,28.0,0.07,3,Rain-Thunderstorm,132
2016-09-17,78,64,50,43,35,28,82,41,8,30.05,29.97,29.87,10,10,10,15,11,17.0,0.00,1,,206
2016-09-18,88,70,52,33,28,22,38,26,13,30.07,29.88,29.82,10,10,10,18,9,23.0,0.00,1,,219
2016-09-19,90,75,60,36,29,23,34,22,9,30.16,29.94,29.88,10,10,10,25,12,31.0,0.00,1,,185
2016-09-20,90,75,60,34,29,24,36,23,9,29.97,29.89,29.83,10,10,10,22,6,26.0,0.00,6,,219
2016-09-21,84,71,57,44,36,29,55,35,14,29.86,29.82,29.79,10,10,10,28,10,32.0,0.00,6,,194
2016-09-22,76,63,49,54,50,43,100,73,46,30.08,29.89,29.71,10,7,0,18,9,22.0,0.00,6,Fog,342
2016-09-23,88,71,53,53,39,21,89,50,10,29.76,29.61,29.45,10,9,6,37,16,48.0,0.00,4,,196
2016-09-24,71,55,38,38,28,20,85,50,15,30.16,29.91,29.72,10,10,10,28,11,34.0,0.00,3,,250
2016-09-25,68,54,39,32,30,27,70,47,24,30.38,30.3,30.19,10,10,10,22,8,28.0,0.00,2,,123
2016-09-26,76,59,42,32,29,28,62,40,18,30.32,30.23,30.15,10,10,8,14,7,17.0,0.00,0,,162
2016-09-27,83,65,46,33,27,20,58,34,10,30.13,30.04,29.94,10,10,10,13,7,16.0,0.00,1,,249
2016-09-28,82,66,49,36,30,26,42,28,14,30.18,30.12,30.02,10,10,10,16,10,25.0,0.00,1,,162
2016-09-29,87,67,47,40,36,31,56,35,13,30.22,30.12,29.98,10,10,10,23,9,29.0,0.00,1,,208
2016-09-30,74,63,52,47,42,38,62,48,33,30.08,30.02,29.97,10,10,10,21,10,24.0,0.00,5,,298
2016-10-01,80,65,50,46,41,37,77,50,23,30.01,29.93,29.85,10,10,10,17,8,20.0,0.00,2,,188
2016-10-02,81,67,52,48,41,37,64,43,21,29.96,29.84,29.65,10,10,10,28,13,35.0,0.00,1,,169
2016-10-03,81,67,53,47,31,12,62,39,16,29.62,29.43,29.27,10,10,10,32,20,42.0,0.00,4,,217
2016-10-04,65,51,36,19,17,14,37,27,16,29.8,29.63,29.49,10,10,10,33,14,41.0,0.00,2,,279
2016-10-05,66,50,34,24,18,13,44,29,14,29.87,29.81,29.76,10,10,10,18,9,22.0,0.00,4,,114
2016-10-06,55,44,32,40,35,22,92,60,28,30.27,30.05,29.82,10,9,3,21,9,23.0,0.22,5,Rain,21
2016-10-07,67,50,32,33,26,15,89,52,15,30.31,30.21,30.1,10,10,10,17,9,21.0,0.00,0,,184
2016-10-08,73,55,36,27,24,19,59,36,13,30.24,30.15,30.09,10,10,10,15,10,22.0,0.00,4,,170
2016-10-09,76,57,38,33,28,23,53,35,16,30.14,30.02,29.94,10,10,10,17,7,21.0,0.00,4,,220
2016-10-10,79,64,49,33,29,20,46,29,12,29.96,29.91,29.85,10,10,10,23,11,27.0,0.00,3,,240
2016-10-11,79,62,44,46,35,28,86,52,18,30.18,29.88,29.75,10,10,10,25,10,30.0,0.03,6,Rain,238
2016-10-12,49,42,34,46,37,33,100,86,71,30.3,30.22,30.06,10,5,0,22,8,26.0,0.01,7,Fog-Rain,69
2016-10-13,78,58,38,37,29,21,86,49,12,30.16,29.99,29.86,10,10,10,17,8,21.0,0.00,4,,214
2016-10-14,84,70,55,32,26,23,36,24,12,29.84,29.72,29.6,10,10,10,21,10,25.0,0.00,4,,220
2016-10-15,85,68,50,31,26,23,36,24,11,29.73,29.67,29.6,10,10,10,18,9,21.0,0.00,2,,209
2016-10-16,86,66,46,32,24,19,50,30,9,29.7,29.57,29.46,10,10,10,28,11,33.0,0.00,2,,175
2016-10-17,77,57,36,34,29,25,76,46,15,29.8,29.55,29.4,10,10,10,31,12,37.0,0.00,2,,2
2016-10-18,65,49,33,34,23,19,65,42,19,30.06,29.91,29.79,10,10,10,29,14,35.0,0.00,3,,148
2016-10-19,61,49,37,35,27,13,85,50,15,30.38,30.18,30.0,10,10,10,22,7,26.0,0.00,4,,348
2016-10-20,63,44,25,26,20,15,81,49,16,30.49,30.32,30.14,10,10,10,16,9,21.0,0.00,2,,146
2016-10-21,78,58,37,19,12,8,39,23,7,30.13,30.01,29.89,10,10,10,18,9,22.0,0.00,3,,207
2016-10-22,82,62,41,21,17,12,36,23,10,30.01,29.88,29.78,10,10,10,17,9,22.0,0.00,2,,252
2016-10-23,74,55,35,25,21,17,45,30,15,30.17,30.08,29.93,10,10,10,17,7,21.0,0.00,6,,170
2016-10-24,79,62,44,29,25,21,46,29,12,30.19,30.05,29.9,10,10,10,20,9,24.0,0.00,4,,187
2016-10-25,72,61,49,36,32,26,56,41,26,30.1,29.95,29.87,10,10,10,20,9,23.0,0.00,5,,294
2016-10-26,75,56,37,34,29,25,70,43,16,30.2,30.14,30.07,10,10,10,16,10,23.0,0.00,1,,167
2016-10-27,83,64,44,30,22,15,50,30,9,30.15,30.01,29.83,10,10,10,20,11,27.0,0.00,3,,199
2016-10-28,82,69,55,29,24,21,30,20,10,29.89,29.83,29.78,10,10,10,17,10,21.0,0.00,6,,207
2016-10-29,77,59,41,41,33,26,83,52,21,30.1,29.93,29.77,10,10,10,25,12,30.0,0.00,4,,278
2016-10-30,77,58,38,45,38,29,100,59,18,30.27,30.07,29.7,10,4,0,23,8,26.0,0.00,6,Fog,241
2016-10-31,79,62,45,32,27,21,46,29,12,29.77,29.65,29.56,10,10,10,20,11,26.0,0.00,4,,156
2016-11-01,70,55,40,30,28,25,57,39,20,29.93,29.8,29.68,10,10,10,26,15,32.0,0.00,6,,165
2016-11-02,62,50,37,35,32,25,70,51,32,30.35,30.2,29.93,10,10,10,17,6,20.0,0.00,3,,321
2016-11-03,69,53,36,33,24,15,76,44,12,30.48,30.37,30.31,10,10,10,15,7,16.0,0.00,0,,217
2016-11-04,72,54,35,28,25,21,64,41,17,30.41,30.28,30.14,10,10,10,21,11,27.0,0.00,2,,193
2016-11-05,69,54,38,39,30,25,70,48,25,30.15,30.04,29.94,10,10,10,15,7,17.0,0.00,4,,211
2016-11-06,67,54,41,37,32,27,71,48,24,30.0,29.93,29.85,10,10,10,14,8,18.0,0.00,2,,214
2016-11-07,64,50,35,26,23,21,50,35,20,30.42,30.25,30.0,10,10,10,15,8,18.0,0.00,1,,100
2016-11-08,65,49,32,25,23,20,63,41,18,30.5,30.4,30.3,10,10,10,16,7,20.0,0.00,2,,202
2016-11-09,74,54,34,23,19,15,61,36,11,30.32,30.22,30.12,10,10,10,14,9,18.0,0.00,0,,201
2016-11-10,69,56,42,28,22,15,49,35,20,30.38,30.26,30.11,10,10,10,20,10,29.0,0.00,1,,327
2016-11-11,61,44,26,30,26,21,81,53,25,30.46,30.34,30.22,10,10,10,20,10,25.0,0.00,4,,165
2016-11-12,71,50,28,27,24,21,70,43,16,30.23,30.09,29.98,10,10,10,17,7,20.0,0.00,1,,212
2016-11-13,66,50,34,26,22,18,48,35,21,30.12,30.05,29.96,10,10,10,21,10,27.0,0.00,3,,254
2016-11-14,72,54,35,24,22,17,52,35,17,30.09,30.01,29.95,10,10,10,17,10,19.0,0.00,2,,234
2016-11-15,77,58,38,23,18,12,52,30,8,30.04,29.91,29.72,10,10,10,22,11,27.0,0.00,1,,202
2016-11-16,80,60,39,25,14,11,50,29,8,29.68,29.52,29.35,10,10,10,26,15,32.0,0.00,6,,220
2016-11-17,39,31,22,30,26,17,92,73,54,30.16,29.77,29.54,10,4,0,31,11,38.0,0.22,8,Fog-Snow,8
2016-11-18,24,21,18,19,14,9,74,74,74,30.58,30.44,30.19,10,10,10,7,7,,0.00,1,,112
2016-11-19,45,31,16,29,22,14,85,69,53,30.44,30.29,30.06,10,10,10,15,7,17.0,0.00,4,,217
2016-11-20,69,53,37,30,26,19,59,39,19,30.13,29.99,29.83,10,10,10,22,9,32.0,0.00,5,,168
2016-11-21,65,53,41,32,28,21,62,43,24,29.82,29.68,29.55,10,10,10,21,9,26.0,T,6,,272
2016-11-22,42,36,29,36,31,24,96,79,62,30.2,29.95,29.54,10,8,1,28,13,35.0,0.30,6,Rain-Snow,2
2016-11-23,50,37,23,30,25,19,88,67,46,30.21,30.06,29.95,10,10,10,14,7,18.0,0.00,1,,199
2016-11-24,49,36,23,25,17,9,78,49,19,30.39,30.19,29.92,10,10,10,33,13,41.0,0.00,2,,230
2016-11-25,63,43,22,22,11,0,74,41,8,30.41,30.25,30.12,10,10,10,21,12,24.0,0.00,1,,203
2016-11-26,60,46,31,15,6,-5,44,26,7,30.19,30.0,29.59,10,10,10,18,11,21.0,0.00,5,,186
2016-11-27,52,42,31,24,15,9,49,34,19,29.55,29.36,29.22,10,10,10,30,13,43.0,T,7,,273
2016-11-28,45,34,23,15,10,5,65,42,19,29.49,29.33,29.25,10,10,10,25,10,31.0,0.00,6,,294
2016-11-29,38,29,19,14,10,6,60,45,29,29.96,29.74,29.48,10,10,10,29,12,35.0,0.00,5,,327
2016-11-30,40,25,10,7,4,1,76,48,20,30.01,29.96,29.91,10,10,10,15,8,18.0,0.00,1,,183
2016-12-01,41,28,15,10,7,4,67,44,21,30.05,30.0,29.92,10,10,10,15,8,17.0,0.00,5,,157
2016-12-02,33,24,15,25,18,10,84,67,50,30.27,30.2,30.08,10,8,1,16,8,20.0,0.01,7,Snow,128
2016-12-03,42,28,13,21,15,9,92,61,30,30.2,30.07,29.98,10,8,2,10,5,12.0,0.00,3,Fog,226
2016-12-04,55,33,11,14,10,5,61,39,16,30.09,29.91,29.62,10,10,10,21,10,25.0,0.00,2,,190
2016-12-05,54,36,17,22,9,-7,53,35,16,29.92,29.66,29.49,10,10,8,37,15,46.0,0.00,3,,344
2016-12-06,30,17,4,13,3,-7,80,54,28,30.08,29.97,29.84,10,8,2,24,14,29.0,0.02,5,Snow,135
2016-12-07,17,5,-8,13,5,-12,88,77,66,30.68,30.24,29.9,10,6,0,18,8,22.0,0.03,6,Fog-Snow,43
2016-12-08,19,5,-10,9,0,-12,96,79,61,30.71,30.58,30.35,10,10,7,14,4,18.0,0.00,4,,142
2016-12-09,54,29,3,29,16,1,87,59,30,30.31,30.21,30.06,10,9,6,16,7,19.0,0.00,3,,242
2016-12-10,55,35,15,29,23,12,88,63,38,30.06,29.84,29.65,10,8,4,17,6,19.0,0.00,5,,153
2016-12-11,39,31,22,29,26,19,92,78,64,29.98,29.86,29.67,10,8,0,18,9,21.0,0.09,5,Fog-Snow,97
2016-12-12,44,32,19,26,20,17,92,69,45,30.01,29.92,29.84,10,8,0,17,8,21.0,0.00,5,Fog,216
2016-12-13,48,33,18,17,12,6,73,51,29,30.12,30.02,29.9,10,10,10,20,9,23.0,0.00,4,,139
2016-12-14,29,20,11,13,8,6,83,65,46,30.38,30.24,30.0,10,10,10,20,10,23.0,0.00,6,,58
2016-12-15,57,35,12,25,16,7,84,53,22,30.2,29.82,29.49,10,10,10,21,7,25.0,0.00,6,,150
2016-12-16,50,27,4,27,12,-1,88,64,39,29.83,29.53,29.32,10,6,0,30,12,34.0,0.45,7,Fog-Snow,44
2016-12-17,3,-6,-15,-2,-9,-19,87,73,58,30.35,30.02,29.66,10,5,0,21,8,21.0,0.18,6,Fog-Snow,36
2016-12-18,17,4,-10,2,-5,-13,83,71,58,30.57,30.44,30.31,10,10,10,17,7,18.0,0.00,2,,189
2016-12-19,43,24,4,21,9,-3,69,50,30,30.5,30.3,30.14,10,10,10,21,12,23.0,0.00,4,,211
2016-12-20,53,42,30,27,22,13,51,40,29,30.25,30.09,29.91,10,10,10,29,12,37.0,0.00,6,,236
2016-12-21,53,40,26,25,20,13,75,49,23,30.4,30.17,29.85,10,10,10,33,13,42.0,0.00,6,,122
2016-12-22,37,31,24,24,22,18,81,68,54,30.36,30.14,29.79,10,10,10,12,5,14.0,0.00,6,,239
2016-12-23,49,37,24,29,24,21,88,63,37,29.92,29.84,29.76,10,10,10,26,9,32.0,0.00,3,,176
2016-12-24,57,41,24,29,24,18,75,51,27,29.86,29.71,29.49,10,10,10,21,8,24.0,0.00,2,,214
2016-12-25,46,33,20,35,23,8,89,60,30,29.66,29.34,29.16,10,9,6,36,14,43.0,T,6,Rain-Snow-Thunderstorm,241
2016-12-26,44,30,16,17,10,6,84,52,20,30.26,30.05,29.71,10,10,10,18,8,25.0,0.00,0,,237
2016-12-27,53,33,13,26,15,6,77,46,15,30.22,30.03,29.82,10,10,10,26,9,34.0,0.00,2,,194
2016-12-28,48,33,18,25,19,13,68,50,31,30.4,30.06,29.84,10,10,10,22,11,28.0,0.00,2,,58
2016-12-29,47,32,17,24,17,9,80,59,38,30.54,30.39,30.14,10,10,10,18,10,20.0,0.00,1,,144
2016-12-30,65,50,35,12,7,0,37,23,8,30.1,29.78,29.57,10,10,10,32,13,41.0,0.00,3,,247
2016-12-31,41,27,13,21,18,10,92,56,20,29.87,29.79,29.66,10,10,10,20,7,24.0,0.00,1,,98
