age,amount,fraud,M,es_barsandrestaurants,es_contents,es_fashion,es_food,es_health,es_home,es_hotelservices,es_hyper,es_leisure,es_otherservices,es_sportsandtoys,es_tech,es_transportation,es_travel
2,20.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,17.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,11.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,44.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,53.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,17.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,32.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,104.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,6.44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,35.93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,11.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,42.43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,39.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,104.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,26.27,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,36.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,34.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,50.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,10.96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,21.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,15.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,43.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,26.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,55.77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,21.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,24.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,4.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,48.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,18.96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,21.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,47.03,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,22.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,25.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,59.85,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,90.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,7.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,46.87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,15.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,18.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,44.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,26.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,28.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,32.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,101.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,1.0998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,20.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,57.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,60.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,14.96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,40.96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,4.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,20.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,32.77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,39.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,9.72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,37.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,155.65,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,46.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,3.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,28.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,12.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,19.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,13.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,31.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,5.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,33.69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,43.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,47.76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,29.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,47.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,26.72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,13.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21.41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,46.69,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,33.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,17.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,84.51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,57.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,43.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,27.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,30.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,45.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,54.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,15.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,25.13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,60.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,48.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,13.77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,17.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,35.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,18.72,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,7.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,6.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,32.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,75.04,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,7.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,23.81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,32.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,11.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,28.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,27.41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,4.46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,13.28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,9.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,3.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,7.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,46.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,40.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,4.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,46.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,60.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,60.37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,49.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,7.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,42.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,16.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,48.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,49.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,7.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,17.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,30.81,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,1.0998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,16.36,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,7.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,8.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,40.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,13.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,39.27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,45.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,2.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,32.32,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,33.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,68.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,46.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,21.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,38.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,30.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,32.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,22.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,36.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,62.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,28.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,57.92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,23.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,38.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,57.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,5.41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,25.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,29.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,34.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,19.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,61.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,56.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,58.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,29.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,16.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,49.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,35.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,61.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,22.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,20.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,10.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,131.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,71.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,22.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,12.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,40.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,24.85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1.0998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,32.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,20.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,55.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,19.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,42.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,45.94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,50.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,26.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,129.49,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,17.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,3.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,31.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,35.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,43.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,38.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,54.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,53.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,15.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,12.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,23.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,39.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,31.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,26.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,67.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,40.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,14.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,16.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,14.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,20.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,25.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,8.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1.0998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,5.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,39.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,11.47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,6.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,17.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,4.96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,11.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,25.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,47.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,21.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,41.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,12.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,20.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,56.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,41.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,29.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,69.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,10.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,18.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,44.09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,6.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,22.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,10.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,49.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,32.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,12.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,53.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,37.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,21.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,20.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,23.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,47.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,8.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,118.53,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,14.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,102.94,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,10.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,35.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,45.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,46.92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,37.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,46.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,24.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,60.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,41.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,10.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,31.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,52.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,65.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,24.83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,61.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,12.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,15.83,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,11.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,22.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,46.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,24.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,76.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,45.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,26.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,23.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,46.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,29.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,51.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,23.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,15.26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,9.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,12.94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,25.71,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,41.41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,19.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,70.21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,29.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,38.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,15.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,18.79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,25.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,28.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,35.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,32.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,45.93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,5.97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,35.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,56.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,37.92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,23.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,36.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,64.55,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,37.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,39.87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,9.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,51.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,22.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,23.42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,100.72,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,53.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,21.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,30.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,29.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,36.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,29.59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,19.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,69.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,34.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,32.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,27.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,48.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,11.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,26.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,26.15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,10.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,39.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,46.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,5.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,11.52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,25.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,40.41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
