age,gender,category,amount,fraud
2,M,es_transportation,18.53,0
4,M,es_transportation,11.96,0
2,F,es_transportation,52.06,0
2,M,es_transportation,34.75,0
3,F,es_transportation,17.86,0
4,M,es_transportation,21.69,0
2,F,es_transportation,23.97,0
2,M,es_transportation,24.49,0
5,F,es_transportation,18.14,0
3,M,es_transportation,21.48,0
2,M,es_barsandrestaurants,44.32,0
5,F,es_transportation,41.25,0
3,F,es_food,41.07,0
3,M,es_transportation,19.98,0
3,M,es_transportation,5.84,0
4,F,es_transportation,66.74,0
1,M,es_transportation,5.57,0
3,F,es_transportation,33.59,0
2,F,es_transportation,25.68,0
6,M,es_food,22.01,0
4,M,es_transportation,10.88,0
3,M,es_transportation,13.53,0
2,M,es_transportation,11.67,0
3,F,es_transportation,4.79,0
5,M,es_transportation,37.84,0
3,F,es_transportation,41.82,0
2,F,es_transportation,9.35,0
3,M,es_transportation,5.02,0
3,F,es_food,9.68,0
5,F,es_transportation,12.93,0
4,M,es_transportation,42.31,0
3,F,es_transportation,23.03,0
2,M,es_transportation,35.47,0
2,M,es_transportation,17.93,0
4,F,es_transportation,28.08,0
3,M,es_transportation,51.68,0
2,F,es_transportation,39.1,0
5,M,es_food,27.93,0
3,M,es_transportation,30.71,0
2,F,es_transportation,1.0998,0
2,M,es_transportation,38.89,0
2,M,es_transportation,32.58,0
4,M,es_transportation,3.99,0
3,F,es_transportation,42.19,0
1,F,es_hyper,40.96,0
3,F,es_food,29.06,0
5,F,es_transportation,17.47,0
3,F,es_tech,61.41,0
4,F,es_transportation,18.8,0
2,M,es_transportation,64.76,0
1,F,es_transportation,41.98,0
2,M,es_transportation,9.47,0
2,F,es_transportation,32.13,0
2,F,es_transportation,6.26,0
3,F,es_transportation,76.08,0
4,M,es_transportation,21,0
3,F,es_health,236.1474,0
2,F,es_transportation,4.13,0
3,F,es_transportation,34.18,0
5,F,es_transportation,30.92,0
2,M,es_transportation,14.52,0
3,F,es_transportation,29.85,0
2,F,es_transportation,21.29,0
3,M,es_transportation,33.8,0
2,F,es_transportation,9.67,0
5,F,es_transportation,24.64,0
2,M,es_transportation,14.78,0
4,F,es_transportation,30.43,0
3,F,es_transportation,62.9,0
1,M,es_transportation,29.43,0
3,F,es_transportation,58.42,0
4,F,es_transportation,18.16,0
3,F,es_transportation,14.76,0
4,M,es_transportation,6.99,0
2,F,es_transportation,5.06,0
2,M,es_transportation,28.09,0
3,M,es_transportation,14.07,0
3,F,es_transportation,8.95,0
5,M,es_transportation,15.93,0
4,M,es_transportation,4.02,0
3,M,es_transportation,31.02,0
4,M,es_transportation,13.15,0
2,M,es_transportation,31.36,0
2,F,es_transportation,20.64,0
1,F,es_transportation,17.04,0
2,F,es_transportation,11.06,0
2,M,es_transportation,44.11,0
4,F,es_transportation,53.16,0
3,F,es_transportation,17.68,0
2,F,es_transportation,32.51,0
3,M,es_wellnessandbeauty,104.83,0
0,F,es_transportation,34.15,0
1,M,es_transportation,6.44,0
1,M,es_transportation,35.93,0
2,F,es_transportation,11.35,0
5,M,es_transportation,42.43,0
6,M,es_transportation,39.16,0
4,F,es_health,104.6,0
2,M,es_food,26.27,0
2,F,es_transportation,36.04,0
6,M,es_transportation,34.1,0
1,M,es_transportation,50.82,0
2,M,es_transportation,10.96,0
3,F,es_transportation,21.87,0
2,M,es_transportation,15.36,0
3,F,es_transportation,43.74,0
3,M,es_transportation,26.95,0
2,M,es_transportation,55.77,0
2,F,es_transportation,21.76,0
4,F,es_transportation,24.36,0
2,F,es_health,4.6,0
4,M,es_transportation,48.62,0
2,M,es_transportation,18.96,0
6,M,es_transportation,21.53,0
2,M,es_food,47.03,0
2,M,es_transportation,22.02,0
2,M,es_transportation,2.53,0
6,F,es_transportation,25.99,0
5,M,es_food,59.85,0
3,F,es_wellnessandbeauty,90.89,0
5,F,es_transportation,7.44,0
2,M,es_transportation,46.87,0
2,M,es_transportation,15.21,0
2,M,es_transportation,18.76,0
3,F,es_wellnessandbeauty,44.34,0
3,F,es_transportation,26.17,0
2,F,es_wellnessandbeauty,28.54,0
1,F,es_transportation,32.94,0
2,M,es_health,101.6,0
3,F,es_transportation,1.0998,0
2,M,es_transportation,20.48,0
3,M,es_transportation,57.14,0
3,F,es_transportation,1.57,0
2,F,es_transportation,60.58,0
1,M,es_transportation,14.96,0
0,F,es_transportation,1.88,0
3,F,es_food,40.96,0
4,M,es_transportation,4.6,0
3,F,es_transportation,20.12,0
1,F,es_transportation,25,0
2,M,es_transportation,32.77,0
2,F,es_transportation,3.96,0
2,M,es_transportation,39.73,0
3,M,es_transportation,9.72,0
3,M,es_transportation,37.35,0
6,M,es_home,155.65,0
6,F,es_transportation,46.47,0
2,M,es_transportation,3.66,0
2,F,es_transportation,25,0
2,M,es_transportation,28.6,0
2,M,es_transportation,12.62,0
4,F,es_transportation,19.92,0
5,M,es_transportation,13.99,0
4,F,es_transportation,31.38,0
2,F,es_transportation,5.89,0
3,F,es_food,33.69,0
6,F,es_transportation,43.02,0
2,F,es_fashion,47.76,0
3,F,es_transportation,29.54,0
3,F,es_transportation,47.66,0
3,M,es_transportation,26.72,0
2,F,es_wellnessandbeauty,13.47,0
2,M,es_wellnessandbeauty,15.25,0
2,M,es_transportation,21.41,0
4,M,es_food,46.69,0
3,F,es_transportation,33.62,0
6,M,es_transportation,17.68,0
3,F,es_food,84.51,0
3,M,es_transportation,57.36,0
2,F,es_transportation,43.66,0
2,F,es_transportation,27.51,0
3,M,es_transportation,30.11,0
4,M,es_transportation,1.0998,0
5,F,es_transportation,45.89,0
4,F,es_transportation,3.14,0
1,M,es_transportation,1.0998,0
3,M,es_transportation,54.15,0
4,F,es_transportation,15.16,0
5,F,es_transportation,2.21,0
1,F,es_food,25.13,0
2,F,es_transportation,60.8,0
3,F,es_transportation,48.56,0
3,F,es_transportation,3.7,0
1,M,es_transportation,13.77,0
2,M,es_transportation,17.62,0
2,F,es_transportation,35.76,0
3,F,es_transportation,17.5,0
1,M,es_food,18.72,0
3,M,es_transportation,7.33,0
3,F,es_transportation,6.44,0
6,F,es_transportation,14.9,0
1,F,es_transportation,32.71,0
3,M,es_barsandrestaurants,75.04,0
3,M,es_transportation,13.91,0
2,M,es_transportation,7.12,0
2,F,es_food,23.81,0
2,F,es_transportation,32.75,0
1,F,es_transportation,11.52,0
2,F,es_transportation,28.04,0
2,M,es_transportation,27.41,0
4,M,es_transportation,4.46,0
4,M,es_transportation,13.28,0
2,F,es_transportation,18,0
5,M,es_transportation,9.53,0
2,M,es_transportation,3.3,0
3,M,es_transportation,7.45,0
3,F,es_transportation,46.64,0
6,F,es_transportation,40.65,0
4,M,es_transportation,4.8,0
3,M,es_transportation,46.07,0
2,M,es_transportation,60.8,0
1,F,es_health,60.37,0
3,F,es_transportation,49.26,0
4,M,es_transportation,7.99,0
3,M,es_transportation,42.82,0
5,F,es_transportation,1.71,0
2,F,es_transportation,16.06,0
3,F,es_transportation,48.07,0
1,F,es_transportation,49.28,0
2,F,es_transportation,7.63,0
3,F,es_transportation,17.63,0
1,M,es_home,30.81,0
4,F,es_transportation,1.0998,0
2,M,es_health,16.36,0
2,M,es_transportation,7.84,0
5,M,es_transportation,8.22,0
2,M,es_transportation,40.95,0
2,F,es_transportation,13.11,0
2,M,es_transportation,1.0998,0
2,M,es_transportation,39.27,0
3,M,es_transportation,45.62,0
5,M,es_transportation,2.73,0
4,M,es_barsandrestaurants,32.32,0
5,M,es_transportation,33.85,0
4,F,es_transportation,2.05,0
3,F,es_transportation,3.61,0
1,F,es_wellnessandbeauty,4.27,0
4,M,es_transportation,68.03,0
5,F,es_transportation,46.86,0
2,F,es_transportation,21.99,0
2,F,es_transportation,38.59,0
6,M,es_transportation,30.76,0
2,M,es_transportation,32.75,0
4,M,es_transportation,22.71,0
2,F,es_transportation,36.84,0
5,F,es_transportation,62.26,0
4,F,es_transportation,28.16,0
2,M,es_transportation,57.92,0
3,M,es_transportation,23.38,0
1,F,es_transportation,38.75,0
3,F,es_transportation,57.01,0
6,M,es_transportation,5.41,0
3,F,es_transportation,25.19,0
3,F,es_transportation,29.09,0
2,M,es_transportation,34.58,0
4,F,es_transportation,5.18,0
3,M,es_transportation,19.76,0
2,F,es_transportation,61.52,0
1,F,es_wellnessandbeauty,56.34,0
2,F,es_transportation,58.09,0
2,M,es_transportation,29.32,0
2,F,es_transportation,16.21,0
2,F,es_transportation,49.05,0
4,F,es_transportation,35.29,0
3,M,es_transportation,61.98,0
2,M,es_transportation,22.04,0
2,F,es_transportation,20.37,0
1,M,es_transportation,10.38,0
2,M,es_sportsandtoys,131.9,0
5,F,es_transportation,71.16,0
3,M,es_transportation,22.67,0
4,F,es_transportation,27.22,0
2,M,es_transportation,12.61,0
4,M,es_transportation,40.71,0
3,F,es_health,24.85,0
1,F,es_transportation,1.0998,0
2,F,es_transportation,32.43,0
4,F,es_transportation,20.14,0
4,M,es_transportation,55.48,0
2,M,es_transportation,19.29,0
2,M,es_barsandrestaurants,42.2,0
2,F,es_transportation,8.03,0
4,M,es_transportation,45.94,0
5,M,es_transportation,50.36,0
2,F,es_transportation,26.64,0
2,M,es_health,129.49,0
2,M,es_transportation,17.2,0
6,M,es_transportation,3.95,0
3,F,es_transportation,31.43,0
6,F,es_transportation,41.24,0
3,M,es_transportation,35.61,0
3,M,es_transportation,43.33,0
5,M,es_transportation,38.71,0
3,F,es_transportation,54.28,0
3,F,es_transportation,53.69,0
2,F,es_transportation,15.71,0
4,F,es_transportation,12.88,0
2,M,es_transportation,1.0998,0
3,F,es_transportation,12.6,0
1,M,es_transportation,1.8,0
4,M,es_transportation,23.45,0
3,F,es_transportation,39.18,0
4,F,es_transportation,31.38,0
3,F,es_transportation,26.44,0
3,M,es_transportation,67.32,0
2,F,es_transportation,40.52,0
4,F,es_transportation,14.71,0
5,F,es_transportation,16.27,0
3,M,es_transportation,14.04,0
6,M,es_transportation,20.23,0
4,F,es_transportation,25.93,0
2,F,es_transportation,8.43,0
2,F,es_transportation,1.0998,0
4,M,es_transportation,5.7,0
3,F,es_transportation,39.95,0
4,F,es_fashion,11.47,0
6,F,es_transportation,6.42,0
3,F,es_transportation,10.51,0
4,F,es_transportation,17.02,0
6,M,es_transportation,4.96,0
3,M,es_wellnessandbeauty,11.83,0
3,F,es_transportation,25.58,0
2,M,es_transportation,47.82,0
3,M,es_transportation,21.47,0
2,M,es_wellnessandbeauty,41.84,0
6,M,es_transportation,12.56,0
2,F,es_transportation,20.65,0
3,F,es_transportation,56.87,0
3,M,es_transportation,41.38,0
2,M,es_transportation,29.16,0
2,F,es_transportation,32.5,0
1,M,es_transportation,4.31,0
3,M,es_transportation,69.73,0
5,M,es_transportation,10.69,0
1,M,es_transportation,18.88,0
5,F,es_fashion,44.09,0
2,M,es_transportation,6.3,0
4,F,es_transportation,22.87,0
2,F,es_transportation,10.02,0
3,M,es_transportation,49.2,0
3,F,es_transportation,32.06,0
3,M,es_transportation,12.48,0
2,M,es_transportation,53.01,0
2,M,es_transportation,26,0
2,F,es_transportation,1.58,0
0,F,es_transportation,37.89,0
4,F,es_transportation,21.24,0
3,F,es_transportation,23.12,0
2,F,es_transportation,20.57,0
5,M,es_transportation,23.22,0
4,M,es_transportation,47.47,0
3,F,es_transportation,8.72,0
3,M,es_otherservices,118.53,0
1,F,es_transportation,14.91,0
3,M,es_barsandrestaurants,102.94,0
3,F,es_transportation,3.58,0
2,F,es_transportation,10.73,0
2,M,es_transportation,35.35,0
3,F,es_transportation,45.05,0
6,M,es_transportation,46.92,0
1,F,es_transportation,37.72,0
5,F,es_transportation,46.83,0
3,F,es_transportation,24.94,0
4,M,es_transportation,60.1,0
3,F,es_transportation,12.75,0
1,F,es_transportation,26.3,0
3,F,es_transportation,41.94,0
4,M,es_transportation,10.67,0
4,M,es_transportation,31.29,0
2,F,es_transportation,52.34,0
3,F,es_transportation,65.02,0
3,F,es_health,24.83,0
3,F,es_transportation,61.03,0
3,M,es_transportation,12.21,0
3,M,es_barsandrestaurants,15.83,0
4,M,es_transportation,11.61,0
3,F,es_transportation,22.89,0
2,F,es_transportation,8.5,0
3,F,es_transportation,46.15,0
3,F,es_transportation,4.04,0
3,F,es_transportation,24.29,0
2,M,es_transportation,76.63,0
0,F,es_transportation,3.88,0
2,M,es_food,45.8,0
4,M,es_transportation,26.01,0
2,M,es_transportation,23.02,0
1,M,es_transportation,46.84,0
4,F,es_transportation,29.12,0
2,M,es_transportation,51.7,0
2,F,es_transportation,23.32,0
2,M,es_transportation,15.26,0
2,M,es_transportation,9.21,0
3,M,es_transportation,12.94,0
2,M,es_health,25.71,0
2,M,es_transportation,41.41,0
3,F,es_health,19.8,0
4,M,es_food,70.21,0
1,M,es_transportation,29.98,0
4,F,es_transportation,38.45,0
3,F,es_transportation,15.17,0
3,M,es_transportation,18.79,0
3,F,es_health,25.9,0
1,F,es_transportation,28.68,0
2,M,es_transportation,35.48,0
3,F,es_transportation,32.34,0
2,M,es_transportation,45.93,0
2,F,es_food,5.97,0
5,F,es_transportation,35.36,0
1,F,es_transportation,56.73,0
5,M,es_transportation,37.92,0
2,M,es_transportation,23.68,0
5,M,es_transportation,36.05,0
1,M,es_health,64.55,0
2,F,es_transportation,37.14,0
1,M,es_transportation,39.87,0
3,F,es_transportation,9.72,0
2,M,es_transportation,51.17,0
1,F,es_transportation,25.6,0
4,F,es_transportation,22.64,0
1,M,es_transportation,23.42,0
4,M,es_home,100.72,0
5,F,es_transportation,53.36,0
3,F,es_transportation,3.89,0
2,M,es_transportation,21.95,0
3,F,es_transportation,30.04,0
3,F,es_transportation,29.02,0
4,F,es_transportation,36.28,0
2,M,es_transportation,29.59,0
3,F,es_transportation,19.41,0
2,F,es_transportation,69.54,0
2,F,es_transportation,3.4,0
5,F,es_transportation,3.83,0
3,M,es_transportation,34.85,0
3,M,es_transportation,32.75,0
5,F,es_transportation,27.11,0
2,F,es_transportation,51,0
1,M,es_transportation,48.07,0
1,F,es_transportation,11.35,0
2,F,es_transportation,26.91,0
4,M,es_food,26.15,0
4,M,es_transportation,10.23,0
4,F,es_transportation,39.81,0
3,F,es_transportation,22.8,0
2,F,es_transportation,46.33,0
2,M,es_transportation,5.68,0
5,M,es_transportation,11.52,0
3,F,es_transportation,25.02,0
5,M,es_transportation,40.41,0
5,F,es_transportation,45.48,0
2,M,es_transportation,55.69,0
4,F,es_health,111.47,0
3,M,es_transportation,8.99,0
6,F,es_transportation,29.11,0
2,F,es_transportation,51.25,0
2,F,es_transportation,32.28,0
4,M,es_transportation,2.13,0
3,F,es_transportation,25.77,0
4,M,es_barsandrestaurants,130.23,0
4,F,es_transportation,34.07,0
3,F,es_transportation,27.91,0
2,F,es_transportation,16.26,0
3,F,es_transportation,59.64,0
6,F,es_transportation,58.72,0
1,M,es_transportation,44.17,0
3,F,es_transportation,32.21,0
2,M,es_transportation,39.71,0
5,M,es_transportation,25.67,0
6,M,es_transportation,12.86,0
3,M,es_transportation,28.76,0
2,F,es_transportation,31.61,0
5,F,es_transportation,19.2,0
6,M,es_transportation,15.67,0
5,M,es_food,44.56,0
3,F,es_transportation,33.04,0
4,F,es_transportation,40.65,0
4,M,es_transportation,46.83,0
1,M,es_transportation,17.23,0
4,M,es_transportation,25.89,0
3,F,es_transportation,35.8,0
4,F,es_transportation,16.73,0
5,M,es_transportation,4.59,0
5,M,es_health,115.87,0
5,M,es_transportation,22.74,0
5,F,es_transportation,24.67,0
3,F,es_transportation,19.41,0
4,F,es_transportation,8.29,0
4,M,es_health,66.5,0
1,M,es_transportation,53.13,0
1,F,es_wellnessandbeauty,36.33,0
3,M,es_transportation,34.27,0
2,F,es_transportation,19.19,0
2,M,es_wellnessandbeauty,3.44,0
4,F,es_transportation,30.99,0
1,F,es_transportation,28.48,0
3,F,es_transportation,8.32,0
5,F,es_transportation,12.23,0
1,M,es_transportation,23.6,0
3,M,es_transportation,52.34,0
5,F,es_transportation,32.83,0
2,F,es_transportation,36.68,0
1,F,es_transportation,25.52,0
5,F,es_transportation,4.68,0
2,F,es_hyper,35.5,0
3,F,es_transportation,7.39,0
3,F,es_health,235.54,0
4,F,es_transportation,8.2,0
1,F,es_transportation,7.41,0
4,F,es_transportation,20.13,0
4,F,es_transportation,10.88,0
2,F,es_transportation,16.1,0
2,M,es_transportation,39.44,0
3,M,es_transportation,7.25,0
2,M,es_transportation,46.87,0
2,M,es_health,108.48,0
6,M,es_transportation,9.29,0
1,F,es_transportation,8.8,0
3,F,es_transportation,35.47,0
4,F,es_transportation,8.81,0
5,M,es_transportation,51.31,0
2,F,es_transportation,24.79,0
3,M,es_transportation,18.35,0
2,F,es_transportation,19.31,0
2,F,es_transportation,46.97,0
2,F,es_transportation,13.81,0
2,M,es_transportation,32.25,0
4,F,es_transportation,48.16,0
2,F,es_transportation,38.23,0
5,F,es_transportation,32.75,0
3,F,es_transportation,23.49,0
3,M,es_transportation,4.32,0
1,F,es_transportation,33.07,0
2,F,es_transportation,30.51,0
2,F,es_transportation,1.84,0
4,F,es_transportation,17.8,0
2,M,es_transportation,44.1,0
4,M,es_hyper,27.56,0
2,F,es_transportation,36.13,0
5,M,es_health,123.84,0
2,F,es_health,25.96,0
3,M,es_transportation,51.22,0
2,M,es_transportation,6.53,0
2,F,es_transportation,23.06,0
3,F,es_transportation,9.34,0
3,M,es_transportation,63.21,0
3,F,es_transportation,7.28,0
3,F,es_transportation,40.97,0
6,M,es_transportation,40.35,0
5,F,es_transportation,60.34,0
5,M,es_transportation,58.31,0
4,M,es_transportation,33.32,0
2,F,es_transportation,29.36,0
5,F,es_transportation,11.38,0
3,M,es_transportation,12.53,0
3,F,es_hyper,6.93,0
4,F,es_transportation,14.84,0
2,F,es_transportation,33.01,0
4,M,es_transportation,20.51,0
4,F,es_transportation,20.12,0
5,F,es_health,143.51,0
4,F,es_transportation,1.74,0
4,F,es_transportation,3.97,0
3,F,es_transportation,19.56,0
3,M,es_transportation,25.46,0
5,F,es_transportation,41.31,0
4,F,es_transportation,1.0998,0
5,M,es_transportation,23.11,0
5,F,es_transportation,38.44,0
4,M,es_transportation,61.75,0
3,F,es_transportation,21.14,0
2,F,es_transportation,39.76,0
4,F,es_wellnessandbeauty,35.45,0
5,F,es_transportation,7.46,0
2,M,es_transportation,26.11,0
4,M,es_transportation,95.21,0
4,M,es_transportation,56.47,0
3,M,es_transportation,17.9,0
4,M,es_transportation,47.52,0
4,M,es_transportation,41.5,0
5,F,es_transportation,13.65,0
3,M,es_hyper,15.26,0
5,F,es_fashion,17.58,0
1,M,es_transportation,3.2,0
1,F,es_transportation,1.0998,0
1,F,es_transportation,7.24,0
3,F,es_food,37.54,0
5,F,es_food,6.85,0
2,F,es_food,32.59,0
2,F,es_transportation,8.52,0
2,F,es_transportation,15.12,0
3,F,es_transportation,36.94,0
5,M,es_transportation,60.48,0
4,F,es_transportation,28.05,0
5,M,es_transportation,29.48,0
5,F,es_barsandrestaurants,41.51,0
2,F,es_hyper,44.92,0
5,M,es_transportation,58.04,0
3,F,es_transportation,55.48,0
3,F,es_transportation,16.23,0
2,M,es_transportation,41.5,0
6,F,es_transportation,31.39,0
1,F,es_transportation,9.43,0
2,F,es_transportation,18.37,0
1,F,es_transportation,54.32,0
3,F,es_transportation,33.07,0
2,F,es_transportation,20.96,0
2,F,es_transportation,60.97,0
1,F,es_transportation,39.91,0
3,M,es_transportation,4.46,0
4,F,es_transportation,24.16,0
2,M,es_transportation,8.46,0
1,M,es_transportation,3.02,0
3,F,es_fashion,18.19,0
3,F,es_transportation,32.45,0
4,M,es_barsandrestaurants,35.5,0
2,F,es_food,19.2,0
2,M,es_transportation,33.31,0
2,M,es_transportation,39.52,0
2,M,es_transportation,9,0
4,M,es_transportation,14.55,0
6,F,es_transportation,38.27,0
3,M,es_transportation,15.81,0
2,M,es_transportation,34.39,0
4,M,es_transportation,24.04,0
2,F,es_food,1.0998,0
1,F,es_transportation,37.33,0
2,M,es_transportation,18.95,0
1,M,es_transportation,39.31,0
2,M,es_transportation,67.26,0
3,M,es_transportation,50.46,0
4,F,es_health,236.1474,0
2,F,es_transportation,16.72,0
3,M,es_transportation,15.09,0
5,F,es_transportation,11.37,0
4,F,es_transportation,22.64,0
2,F,es_fashion,102.51,0
3,M,es_food,40.97,0
6,M,es_transportation,33.89,0
3,F,es_transportation,25.15,0
3,M,es_transportation,7.3,0
3,F,es_transportation,30.03,0
3,F,es_transportation,62.04,0
2,F,es_transportation,11.11,0
5,F,es_transportation,11.84,0
2,M,es_transportation,5.81,0
5,F,es_transportation,47.25,0
2,F,es_transportation,78.45,0
4,F,es_transportation,39.68,0
2,M,es_transportation,45.08,0
3,F,es_transportation,12.08,0
5,M,es_transportation,41.03,0
2,F,es_wellnessandbeauty,74.33,0
2,F,es_transportation,3.95,0
4,F,es_transportation,52.66,0
2,M,es_hyper,1.87,0
2,M,es_transportation,17.38,0
2,M,es_transportation,37.02,0
4,M,es_transportation,8.03,0
2,M,es_transportation,54.16,0
6,F,es_transportation,1.0998,0
2,M,es_transportation,35.97,0
5,F,es_health,189.85,0
3,F,es_transportation,20.77,0
1,M,es_transportation,37.37,0
2,M,es_transportation,12.62,0
3,F,es_transportation,15.71,0
3,F,es_transportation,50.65,0
3,M,es_transportation,25.76,0
3,F,es_transportation,3.55,0
2,M,es_wellnessandbeauty,112.83,0
5,F,es_transportation,54.5,0
2,M,es_transportation,44.64,0
4,M,es_transportation,24.36,0
1,M,es_barsandrestaurants,50.95,0
2,M,es_wellnessandbeauty,57.82,0
4,F,es_transportation,63.24,0
4,M,es_transportation,54.57,0
4,M,es_transportation,4.73,0
5,M,es_wellnessandbeauty,25.48,0
3,M,es_transportation,21.32,0
4,F,es_transportation,43.7,0
1,F,es_transportation,3.79,0
2,M,es_transportation,9.2,0
2,M,es_transportation,30.92,0
6,F,es_food,24.56,0
1,M,es_transportation,51.36,0
5,F,es_transportation,26.03,0
5,F,es_transportation,2.94,0
4,F,es_transportation,30.46,0
2,M,es_transportation,1.0998,0
4,M,es_fashion,41.86,0
1,F,es_transportation,16.03,0
2,M,es_transportation,9.5,0
4,M,es_transportation,2.5,0
2,F,es_transportation,42.51,0
4,F,es_transportation,8.66,0
5,M,es_transportation,56.05,0
5,M,es_food,28.97,0
1,F,es_transportation,16.11,0
4,F,es_transportation,23.53,0
3,M,es_transportation,24.39,0
1,F,es_transportation,4.96,0
3,M,es_transportation,13.34,0
1,M,es_transportation,38.96,0
2,F,es_transportation,17.03,0
2,F,es_transportation,44.48,0
3,M,es_transportation,25.98,0
2,M,es_transportation,10.31,0
1,F,es_transportation,36.54,0
1,F,es_transportation,59.99,0
5,F,es_transportation,14.69,0
2,F,es_transportation,7.8,0
2,F,es_transportation,25.71,0
2,F,es_transportation,1.0998,0
3,F,es_transportation,50.13,0
3,M,es_transportation,60.33,0
2,M,es_transportation,8.89,0
5,F,es_transportation,23.95,0
0,M,es_hyper,46.25,0
3,M,es_transportation,66.75,0
3,F,es_transportation,52.7,0
3,F,es_transportation,33.61,0
2,F,es_transportation,10.37,0
2,M,es_transportation,25.39,0
4,F,es_transportation,29.47,0
2,M,es_transportation,1.61,0
6,F,es_transportation,60.63,0
5,F,es_health,2.46,0
2,M,es_transportation,39.53,0
5,F,es_transportation,7.26,0
2,M,es_food,9.67,0
3,F,es_transportation,29.43,0
2,M,es_transportation,42.79,0
1,F,es_transportation,32.79,0
5,F,es_transportation,16.61,0
5,M,es_transportation,64.78,0
2,M,es_transportation,25.7,0
3,M,es_transportation,11.5,0
3,F,es_transportation,31.51,0
5,F,es_transportation,27.51,0
4,M,es_transportation,18.42,0
1,M,es_transportation,65.81,0
4,F,es_transportation,35.73,0
5,F,es_transportation,29.21,0
3,F,es_transportation,20.76,0
1,M,es_transportation,16.12,0
3,M,es_transportation,41.04,0
2,M,es_transportation,50.85,0
0,M,es_transportation,45.14,0
2,M,es_transportation,6.63,0
2,M,es_transportation,3.47,0
5,M,es_transportation,64.62,0
3,M,es_transportation,1.0998,0
4,M,es_transportation,13.35,0
5,F,es_transportation,15.07,0
4,F,es_transportation,16.96,0
2,F,es_transportation,16.5,0
1,F,es_transportation,22.37,0
6,F,es_transportation,58.92,0
3,M,es_food,41.02,0
3,F,es_transportation,19.87,0
3,F,es_transportation,23.22,0
3,F,es_transportation,53.86,0
5,F,es_transportation,21.03,0
0,F,es_transportation,10.39,0
3,F,es_transportation,39.99,0
4,F,es_transportation,25.42,0
6,M,es_transportation,35.3,0
3,M,es_transportation,28.38,0
3,F,es_transportation,49.36,0
3,F,es_transportation,11.85,0
2,F,es_health,190.36,0
4,M,es_transportation,1.0998,0
3,F,es_transportation,46.79,0
2,M,es_transportation,36,0
2,F,es_transportation,18.33,0
2,M,es_transportation,32.62,0
4,M,es_transportation,46.09,0
2,M,es_transportation,8.77,0
4,F,es_hyper,31.51,0
4,M,es_transportation,37.11,0
2,M,es_transportation,72.02,0
4,M,es_tech,1.0998,0
2,M,es_fashion,7.58,0
1,M,es_transportation,12.65,0
2,F,es_transportation,22.74,0
2,M,es_health,67.2,0
2,F,es_transportation,28.9,0
2,F,es_transportation,19.42,0
2,M,es_food,49.75,0
5,M,es_transportation,5.99,0
5,F,es_transportation,8.03,0
3,F,es_transportation,57.9,0
5,F,es_transportation,15.67,0
2,M,es_transportation,31.85,0
3,M,es_transportation,30.27,0
4,F,es_transportation,18.24,0
2,M,es_food,1.8,0
2,M,es_transportation,34.12,0
6,F,es_transportation,25.38,0
4,F,es_transportation,10.28,0
3,M,es_transportation,9.02,0
1,F,es_food,18.82,0
4,M,es_transportation,42.78,0
2,F,es_transportation,22.11,0
4,F,es_transportation,10.13,0
4,M,es_food,24.64,0
4,F,es_transportation,28.05,0
2,F,es_transportation,21.94,0
4,F,es_transportation,63.5,0
3,M,es_transportation,43.65,0
3,M,es_food,26.45,0
6,M,es_transportation,48.98,0
2,F,es_transportation,26.84,0
2,M,es_transportation,59.19,0
3,F,es_transportation,44,0
6,F,es_health,29.91,0
3,F,es_transportation,45.23,0
4,F,es_transportation,62.77,0
2,F,es_wellnessandbeauty,91,0
3,F,es_transportation,22.57,0
2,M,es_transportation,3.49,0
3,F,es_transportation,28.85,0
2,M,es_transportation,19.45,0
3,M,es_transportation,36.45,0
2,M,es_barsandrestaurants,78.05,0
3,M,es_transportation,33.09,0
4,M,es_transportation,6.47,0
1,M,es_transportation,27.07,0
3,F,es_transportation,39.83,0
3,M,es_transportation,38.43,0
4,F,es_health,160.33,0
6,F,es_transportation,16.1,0
2,M,es_transportation,33.5,0
1,M,es_transportation,67.01,0
3,F,es_transportation,70.34,0
2,F,es_transportation,44.08,0
1,M,es_transportation,21.19,0
1,F,es_transportation,36.33,0
4,M,es_transportation,2.09,0
1,F,es_transportation,9.3,0
2,F,es_home,130.91,0
2,M,es_transportation,48.86,0
1,M,es_health,236.13,0
4,M,es_transportation,13.33,0
1,M,es_transportation,27.66,0
3,M,es_transportation,13.23,0
4,F,es_transportation,42.68,0
5,F,es_transportation,18.99,0
1,F,es_transportation,7.28,0
5,F,es_transportation,51.78,0
2,F,es_transportation,5.14,0
1,M,es_transportation,26.12,0
4,M,es_transportation,1.66,0
4,F,es_sportsandtoys,123.51,0
2,F,es_transportation,18.57,0
4,M,es_transportation,57.45,0
1,M,es_transportation,46.1,0
1,F,es_transportation,28.53,0
2,F,es_transportation,23.77,0
2,F,es_transportation,52.96,0
3,F,es_transportation,53.13,0
2,F,es_transportation,1.84,0
2,M,es_transportation,13.52,0
2,F,es_transportation,24.65,0
5,M,es_transportation,10.44,0
6,M,es_transportation,56.8,0
2,M,es_transportation,21.21,0
4,F,es_transportation,13.93,0
4,F,es_transportation,46.8,0
2,M,es_transportation,6.36,0
3,F,es_transportation,46.49,0
5,M,es_transportation,48.62,0
